id_venda,data_venda,id_cliente,nome_cliente,cidade,estado,categoria,produto,quantidade,valor_unitario,desconto,valor_total,forma_pagamento,avaliacao_cliente,mes,ano,trimestre
424,2024-01-12,302,Cliente_0302,Salvador,Ba,Casa & Decoração,Luminária,2,128.86,0.0,257.72,Cartão De Crédito,4.0,Janeiro,2024,1
425,2024-10-31,25,Cliente_0025,Pelotas,Rs,Eletrônicos,Tablet,5,1093.81,0.0,5469.05,Pix,5.0,Outubro,2024,4
426,2024-03-04,281,Cliente_0281,Niterói,Rj,Eletrônicos,Smartphone,4,1817.83,0.05,6907.75,Pix,,Março,2024,1
427,2024-09-23,139,Cliente_0139,Caxias Do Sul,Rs,Vestuário,Camiseta,1,58.31,0.15,49.56,Pix,5.0,Setembro,2024,3
428,2024-05-24,59,Cliente_0059,Aparecida De Goiânia,Go,Casa & Decoração,Luminária,5,139.0,0.0,695.0,Pix,5.0,Maio,2024,2
429,2024-07-28,152,Cliente_0152,Goiânia,Go,Vestuário,Tênis,3,290.08,0.15,739.7,Pix,3.0,Julho,2024,3
430,2024-12-09,46,Cliente_0046,Curitiba,Pr,Vestuário,Vestido,1,174.53,0.0,174.53,Boleto,5.0,Dezembro,2024,4
431,2024-02-21,464,Cliente_0464,Petrópolis,Rj,Casa & Decoração,Tapete,1,277.65,0.15,236.0,Cartão De Crédito,4.0,Fevereiro,2024,1
432,2024-03-30,448,Cliente_0448,Recife,Pe,Alimentos,Azeite Importado,1,83.13,0.2,66.5,Cartão De Crédito,2.0,Março,2024,1
433,2024-03-11,340,Cliente_0340,Rio De Janeiro,Rj,Alimentos,Chocolate Belga,1,35.83,0.0,35.83,Cartão De Crédito,5.0,Março,2024,1
434,2024-06-24,94,Cliente_0094,Pelotas,Rs,Casa & Decoração,Almofada,1,63.5,0.0,63.5,Cartão De Crédito,3.0,Junho,2024,2
435,2024-08-03,333,Cliente_0333,Caucaia,Ce,Casa & Decoração,Quadro Decorativo,4,173.28,0.2,554.5,Cartão De Crédito,5.0,Agosto,2024,3
436,2024-09-04,411,Cliente_0411,Belo Horizonte,Mg,Vestuário,Camiseta,4,61.37,0.1,220.93,Cartão De Crédito,4.0,Setembro,2024,3
437,2024-09-06,58,Cliente_0058,Florianópolis,Sc,Casa & Decoração,Quadro Decorativo,2,172.85,0.05,328.42,Cartão De Crédito,5.0,Setembro,2024,3
438,2024-10-22,371,Cliente_0371,Curitiba,Pr,Eletrônicos,Fone De Ouvido,5,372.53,0.2,1490.12,Dinheiro,4.0,Outubro,2024,4
439,2024-08-09,339,Cliente_0339,Aparecida De Goiânia,Go,Alimentos,Granola,5,29.15,0.0,145.75,Pix,5.0,Agosto,2024,3
440,2024-11-25,479,Cliente_0479,Aparecida De Goiânia,Go,Casa & Decoração,Tapete,1,273.96,0.0,273.96,Boleto,3.0,Novembro,2024,4
441,2024-06-18,497,Cliente_0497,Niterói,Rj,Casa & Decoração,Tapete,3,274.17,0.0,822.51,Pix,4.0,Junho,2024,2
442,2024-10-20,230,Cliente_0230,Salvador,Ba,Casa & Decoração,Vaso,4,97.66,0.05,371.11,Pix,3.0,Outubro,2024,4
443,2024-07-25,212,Cliente_0212,Olinda,Pe,Alimentos,Café Premium,1,43.87,0.0,43.87,Pix,2.0,Julho,2024,3
444,2024-10-14,106,Cliente_0106,Blumenau,Sc,Eletrônicos,Smartwatch,3,779.3,0.1,2104.11,Pix,,Outubro,2024,4
445,2024-10-13,393,Cliente_0393,São Paulo,Sp,Alimentos,Azeite Importado,4,83.94,0.0,335.76,Pix,4.0,Outubro,2024,4
446,2024-06-23,182,Cliente_0182,Rio De Janeiro,Rj,Alimentos,Chocolate Belga,2,38.13,0.0,76.26,Dinheiro,5.0,Junho,2024,2
447,2024-03-25,253,Cliente_0253,Anápolis,Go,Alimentos,Granola,1,30.72,0.0,30.72,Pix,3.0,Março,2024,1
448,2024-03-02,477,Cliente_0477,Pelotas,Rs,Casa & Decoração,Luminária,2,135.54,0.0,271.08,Cartão De Crédito,5.0,Março,2024,1
449,2024-12-10,302,Cliente_0302,Niterói,Rj,Vestuário,Tênis,1,291.6,0.15,247.86,Boleto,3.0,Dezembro,2024,4
450,2024-09-28,377,Cliente_0377,Goiânia,Go,Casa & Decoração,Almofada,4,63.25,0.0,253.0,Dinheiro,2.0,Setembro,2024,3
451,2024-03-06,54,Cliente_0054,Juiz De Fora,Mg,Casa & Decoração,Almofada,5,72.82,0.0,364.1,Pix,4.0,Março,2024,1
452,2024-05-07,141,Cliente_0141,Juazeiro Do Norte,Ce,Alimentos,Granola,5,28.33,0.15,120.4,Cartão De Crédito,4.0,Maio,2024,2
453,2024-12-24,454,Cliente_0454,Belo Horizonte,Mg,Alimentos,Chocolate Belga,4,34.47,0.1,124.09,Cartão De Crédito,5.0,Dezembro,2024,4
454,2024-05-28,352,Cliente_0352,Salvador,Ba,Alimentos,Granola,2,30.28,0.1,54.5,Pix,4.0,Maio,2024,2
455,2024-02-29,390,Cliente_0390,Aparecida De Goiânia,Go,Vestuário,Jaqueta,3,229.64,0.15,585.58,Pix,4.0,Fevereiro,2024,1
456,2024-02-24,13,Cliente_0013,Caxias Do Sul,Rs,Casa & Decoração,Almofada,1,68.9,0.1,62.01,Cartão De Crédito,4.0,Fevereiro,2024,1
457,2024-05-08,75,Cliente_0075,Porto Alegre,Rs,Eletrônicos,Notebook,3,3157.95,0.15,8052.77,Pix,5.0,Maio,2024,2
458,2024-08-19,53,Cliente_0053,Goiânia,Go,Alimentos,Whey Protein,3,187.82,0.2,450.77,Pix,4.0,Agosto,2024,3
459,2024-12-22,148,Cliente_0148,Fortaleza,Ce,Vestuário,Jaqueta,5,226.9,0.2,907.6,Cartão De Crédito,5.0,Dezembro,2024,4
460,2024-01-28,7,Cliente_0007,Caucaia,Ce,Casa & Decoração,Vaso,3,82.21,0.1,221.97,Cartão De Crédito,5.0,Janeiro,2024,1
461,2024-11-04,101,Cliente_0101,Maringá,Pr,Casa & Decoração,Tapete,5,276.13,0.15,1173.55,Dinheiro,5.0,Novembro,2024,4
462,2024-03-29,377,Cliente_0377,Juiz De Fora,Mg,Alimentos,Chocolate Belga,1,36.04,0.0,36.04,Cartão De Crédito,4.0,Março,2024,1
463,2024-10-26,434,Cliente_0434,Anápolis,Go,Casa & Decoração,Quadro Decorativo,2,198.3,0.0,396.6,Cartão De Crédito,4.0,Outubro,2024,4
464,2024-11-16,316,Cliente_0316,Uberlândia,Mg,Vestuário,Camiseta,5,59.98,0.0,299.9,Cartão De Crédito,5.0,Novembro,2024,4
465,2024-09-23,35,Cliente_0035,Maringá,Pr,Alimentos,Café Premium,2,49.16,0.0,98.32,Cartão De Crédito,5.0,Setembro,2024,3
466,2024-06-18,170,Cliente_0170,Curitiba,Pr,Casa & Decoração,Luminária,2,125.77,0.15,213.81,Cartão De Crédito,4.0,Junho,2024,2
467,2024-05-03,464,Cliente_0464,São Paulo,Sp,Casa & Decoração,Almofada,3,66.04,0.05,188.21,Dinheiro,5.0,Maio,2024,2
468,2024-05-11,277,Cliente_0277,Londrina,Pr,Vestuário,Camiseta,1,63.35,0.05,60.18,Cartão De Crédito,5.0,Maio,2024,2
469,2024-05-31,460,Cliente_0460,Anápolis,Go,Alimentos,Granola,4,26.45,0.0,105.8,Cartão De Crédito,5.0,Maio,2024,2
470,2024-11-16,34,Cliente_0034,Juiz De Fora,Mg,Eletrônicos,Smartphone,5,1966.76,0.0,9833.8,Pix,3.0,Novembro,2024,4
471,2024-12-25,450,Cliente_0450,Rio De Janeiro,Rj,Vestuário,Vestido,5,170.56,0.2,682.24,Boleto,5.0,Dezembro,2024,4
472,2024-02-14,38,Cliente_0038,Campinas,Sp,Eletrônicos,Notebook,3,3828.92,0.0,11486.76,Boleto,2.0,Fevereiro,2024,1
473,2024-08-18,323,Cliente_0323,Feira De Santana,Ba,Eletrônicos,Smartwatch,4,726.91,0.05,2762.26,Cartão De Crédito,4.0,Agosto,2024,3
474,2024-10-26,24,Cliente_0024,Goiânia,Go,Casa & Decoração,Luminária,5,139.09,0.0,695.45,Cartão De Crédito,5.0,Outubro,2024,4
475,2024-08-12,196,Cliente_0196,Pelotas,Rs,Eletrônicos,Fone De Ouvido,1,351.94,0.0,351.94,Pix,4.0,Agosto,2024,3
476,2024-07-19,408,Cliente_0408,Goiânia,Go,Casa & Decoração,Tapete,2,328.48,0.15,558.42,Pix,5.0,Julho,2024,3
477,2024-10-11,73,Cliente_0073,Curitiba,Pr,Vestuário,Tênis,5,273.51,0.2,1094.04,Cartão De Crédito,3.0,Outubro,2024,4
478,2024-06-25,109,Cliente_0109,Goiânia,Go,Casa & Decoração,Almofada,3,69.74,0.0,209.22,Pix,4.0,Junho,2024,2
479,2024-05-09,100,Cliente_0100,Belo Horizonte,Mg,Vestuário,Calça Jeans,5,162.99,0.2,651.96,Pix,3.0,Maio,2024,2
480,2024-05-28,344,Cliente_0344,Olinda,Pe,Eletrônicos,Smartwatch,5,803.7,0.0,4018.5,Cartão De Crédito,2.0,Maio,2024,2
481,2024-05-25,318,Cliente_0318,Curitiba,Pr,Casa & Decoração,Quadro Decorativo,2,193.89,0.0,387.78,Cartão De Crédito,2.0,Maio,2024,2
482,2024-10-26,79,Cliente_0079,Maringá,Pr,Casa & Decoração,Vaso,3,92.48,0.15,235.82,Cartão De Crédito,4.0,Outubro,2024,4
483,2024-04-23,365,Cliente_0365,Belo Horizonte,Mg,Alimentos,Chocolate Belga,3,34.68,0.0,104.04,Cartão De Crédito,5.0,Abril,2024,2
484,2024-07-02,397,Cliente_0397,Londrina,Pr,Alimentos,Whey Protein,4,193.82,0.05,736.52,Pix,4.0,Julho,2024,3
485,2024-04-10,135,Cliente_0135,Niterói,Rj,Vestuário,Jaqueta,2,253.2,0.1,455.76,Pix,5.0,Abril,2024,2
486,2024-10-24,297,Cliente_0297,Aparecida De Goiânia,Go,Eletrônicos,Smartphone,1,1944.42,0.2,1555.54,Pix,4.0,Outubro,2024,4
487,2024-11-30,397,Cliente_0397,Pelotas,Rs,Eletrônicos,Smartwatch,5,727.27,0.05,3454.53,Cartão De Crédito,3.0,Novembro,2024,4
488,2024-07-22,187,Cliente_0187,Olinda,Pe,Alimentos,Whey Protein,5,180.72,0.0,903.6,Pix,4.0,Julho,2024,3
489,2024-10-16,486,Cliente_0486,Uberlândia,Mg,Vestuário,Jaqueta,2,271.43,0.0,542.86,Boleto,4.0,Outubro,2024,4
490,2024-09-06,119,Cliente_0119,Curitiba,Pr,Vestuário,Vestido,2,203.75,0.2,326.0,Cartão De Crédito,2.0,Setembro,2024,3
491,2024-08-20,452,Cliente_0452,Anápolis,Go,Eletrônicos,Notebook,4,3468.96,0.05,13182.05,Dinheiro,2.0,Agosto,2024,3
492,2024-05-14,297,Cliente_0297,Aparecida De Goiânia,Go,Alimentos,Café Premium,3,46.08,0.2,110.59,Cartão De Crédito,4.0,Maio,2024,2
493,2024-05-08,193,Cliente_0193,Blumenau,Sc,Casa & Decoração,Quadro Decorativo,1,180.59,0.1,162.53,Cartão De Crédito,5.0,Maio,2024,2
494,2024-01-04,257,Cliente_0257,Londrina,Pr,Casa & Decoração,Quadro Decorativo,4,177.21,0.1,637.96,Cartão De Crédito,5.0,Janeiro,2024,1
495,2024-03-17,96,Cliente_0096,Aparecida De Goiânia,Go,Vestuário,Camiseta,3,58.57,0.0,175.71,Pix,3.0,Março,2024,1
496,2024-12-11,246,Cliente_0246,Juazeiro Do Norte,Ce,Eletrônicos,Notebook,1,3397.35,0.05,3227.48,Pix,4.0,Dezembro,2024,4
497,2024-10-30,83,Cliente_0083,Salvador,Ba,Casa & Decoração,Luminária,2,131.16,0.1,236.09,Pix,3.0,Outubro,2024,4
498,2024-07-26,307,Cliente_0307,Uberlândia,Mg,Vestuário,Camiseta,2,54.02,0.1,97.24,Pix,5.0,Julho,2024,3
499,2024-09-03,88,Cliente_0088,Feira De Santana,Ba,Alimentos,Café Premium,5,49.27,0.05,234.03,Cartão De Crédito,3.0,Setembro,2024,3
500,2024-03-26,371,Cliente_0371,Juiz De Fora,Mg,Vestuário,Jaqueta,5,273.21,0.0,1366.05,Dinheiro,5.0,Março,2024,1
501,2024-01-09,104,Cliente_0104,Juazeiro Do Norte,Ce,Eletrônicos,Notebook,2,3638.71,0.0,7277.42,Dinheiro,4.0,Janeiro,2024,1
502,2024-11-10,308,Cliente_0308,Florianópolis,Sc,Casa & Decoração,Tapete,2,301.16,0.05,572.2,Boleto,2.0,Novembro,2024,4
503,2024-10-03,424,Cliente_0424,Olinda,Pe,Eletrônicos,Smartphone,2,1731.43,0.1,3116.57,Dinheiro,1.0,Outubro,2024,4
504,2024-09-28,220,Cliente_0220,Juazeiro Do Norte,Ce,Casa & Decoração,Almofada,1,73.33,0.15,62.33,Boleto,4.0,Setembro,2024,3
505,2024-08-05,69,Cliente_0069,Blumenau,Sc,Casa & Decoração,Quadro Decorativo,5,195.98,0.0,979.9,Boleto,4.0,Agosto,2024,3
506,2024-04-06,3,Cliente_0003,Blumenau,Sc,Eletrônicos,Fone De Ouvido,4,326.38,0.0,1305.52,Boleto,5.0,Abril,2024,2
507,2024-06-10,210,Cliente_0210,Campinas,Sp,Eletrônicos,Smartwatch,2,865.75,0.15,1471.78,Cartão De Crédito,4.0,Junho,2024,2
508,2024-11-09,142,Cliente_0142,Anápolis,Go,Alimentos,Azeite Importado,5,84.1,0.0,420.5,Cartão De Crédito,5.0,Novembro,2024,4
509,2024-07-08,287,Cliente_0287,Aparecida De Goiânia,Go,Vestuário,Vestido,4,206.0,0.0,824.0,Cartão De Crédito,4.0,Julho,2024,3
510,2024-03-11,438,Cliente_0438,Maringá,Pr,Alimentos,Granola,4,29.26,0.15,99.48,Cartão De Crédito,5.0,Março,2024,1
511,2024-07-24,403,Cliente_0403,Belo Horizonte,Mg,Vestuário,Vestido,2,193.29,0.1,347.92,Pix,4.0,Julho,2024,3
512,2024-02-16,422,Cliente_0422,Caucaia,Ce,Eletrônicos,Notebook,1,3442.77,0.2,2754.22,Dinheiro,3.0,Fevereiro,2024,1
513,2024-02-10,312,Cliente_0312,Niterói,Rj,Casa & Decoração,Luminária,2,140.16,0.0,280.32,Cartão De Crédito,2.0,Fevereiro,2024,1
514,2024-03-30,328,Cliente_0328,Anápolis,Go,Casa & Decoração,Almofada,5,74.05,0.0,370.25,Cartão De Crédito,4.0,Março,2024,1
515,2024-12-23,119,Cliente_0119,Santos,Sp,Alimentos,Whey Protein,5,171.81,0.1,773.14,Pix,4.0,Dezembro,2024,4
516,2024-07-23,181,Cliente_0181,São Paulo,Sp,Alimentos,Whey Protein,1,171.1,0.0,171.1,Cartão De Crédito,5.0,Julho,2024,3
517,2024-10-08,146,Cliente_0146,Santos,Sp,Vestuário,Jaqueta,1,242.85,0.0,242.85,Pix,5.0,Outubro,2024,4
518,2024-08-20,477,Cliente_0477,Porto Alegre,Rs,Alimentos,Azeite Importado,5,83.91,0.0,419.55,Cartão De Crédito,4.0,Agosto,2024,3
519,2024-09-14,151,Cliente_0151,Goiânia,Go,Vestuário,Vestido,5,207.42,0.0,1037.1,Cartão De Crédito,4.0,Setembro,2024,3
520,2024-10-15,248,Cliente_0248,Joinville,Sc,Alimentos,Granola,4,26.04,0.05,98.95,Boleto,5.0,Outubro,2024,4
521,2024-05-12,35,Cliente_0035,Florianópolis,Sc,Casa & Decoração,Vaso,4,90.68,0.0,362.72,Boleto,4.0,Maio,2024,2
522,2024-10-01,5,Cliente_0005,Londrina,Pr,Vestuário,Calça Jeans,3,145.45,0.1,392.72,Cartão De Crédito,5.0,Outubro,2024,4
523,2024-10-10,477,Cliente_0477,Caucaia,Ce,Alimentos,Café Premium,3,49.23,0.0,147.69,Cartão De Crédito,3.0,Outubro,2024,4
524,2024-04-12,121,Cliente_0121,Porto Alegre,Rs,Vestuário,Jaqueta,2,266.04,0.05,505.48,Boleto,5.0,Abril,2024,2
525,2024-03-20,399,Cliente_0399,Salvador,Ba,Vestuário,Calça Jeans,5,159.08,0.0,795.4,Dinheiro,3.0,Março,2024,1
526,2024-09-03,191,Cliente_0191,Santos,Sp,Casa & Decoração,Almofada,1,68.57,0.2,54.86,Pix,5.0,Setembro,2024,3
527,2024-04-23,385,Cliente_0385,Juiz De Fora,Mg,Alimentos,Chocolate Belga,3,34.4,0.05,98.04,Cartão De Crédito,4.0,Abril,2024,2
528,2024-07-20,441,Cliente_0441,Goiânia,Go,Casa & Decoração,Vaso,5,84.97,0.0,424.85,Cartão De Crédito,5.0,Julho,2024,3
529,2024-12-11,108,Cliente_0108,Caruaru,Pe,Eletrônicos,Smartwatch,1,729.02,0.0,729.02,Cartão De Crédito,4.0,Dezembro,2024,4
530,2024-05-01,138,Cliente_0138,Porto Alegre,Rs,Alimentos,Granola,5,30.04,0.0,150.2,Pix,4.0,Maio,2024,2
531,2024-12-24,386,Cliente_0386,Caruaru,Pe,Alimentos,Whey Protein,2,200.83,0.05,381.58,Boleto,4.0,Dezembro,2024,4
532,2024-12-17,118,Cliente_0118,Juiz De Fora,Mg,Alimentos,Chocolate Belga,2,38.5,0.1,69.3,Pix,5.0,Dezembro,2024,4
533,2024-03-17,243,Cliente_0243,Juazeiro Do Norte,Ce,Vestuário,Jaqueta,2,273.73,0.0,547.46,Cartão De Crédito,5.0,Março,2024,1
534,2024-09-06,154,Cliente_0154,Aparecida De Goiânia,Go,Casa & Decoração,Tapete,3,302.31,0.2,725.54,Boleto,4.0,Setembro,2024,3
535,2024-04-20,417,Cliente_0417,Petrópolis,Rj,Eletrônicos,Tablet,2,1264.56,0.0,2529.12,Boleto,4.0,Abril,2024,2
536,2024-10-13,286,Cliente_0286,Londrina,Pr,Eletrônicos,Tablet,3,1306.74,0.0,3920.22,Cartão De Crédito,5.0,Outubro,2024,4
537,2024-10-22,295,Cliente_0295,Niterói,Rj,Eletrônicos,Tablet,5,1283.92,0.0,6419.6,Pix,5.0,Outubro,2024,4
538,2024-08-16,456,Cliente_0456,Maringá,Pr,Alimentos,Azeite Importado,5,75.01,0.05,356.3,Pix,,Agosto,2024,3
539,2024-11-19,314,Cliente_0314,Juiz De Fora,Mg,Casa & Decoração,Tapete,3,296.04,0.05,843.71,Boleto,4.0,Novembro,2024,4
540,2024-06-11,335,Cliente_0335,Uberlândia,Mg,Eletrônicos,Smartphone,2,1666.5,0.0,3333.0,Cartão De Crédito,4.0,Junho,2024,2
541,2024-08-18,212,Cliente_0212,Caruaru,Pe,Casa & Decoração,Quadro Decorativo,5,206.16,0.1,927.72,Boleto,3.0,Agosto,2024,3
542,2024-03-26,204,Cliente_0204,Pelotas,Rs,Vestuário,Calça Jeans,1,152.16,0.0,152.16,Cartão De Crédito,3.0,Março,2024,1
543,2024-02-12,54,Cliente_0054,São Paulo,Sp,Casa & Decoração,Almofada,4,65.26,0.1,234.94,Cartão De Crédito,4.0,Fevereiro,2024,1
544,2024-11-16,65,Cliente_0065,Salvador,Ba,Casa & Decoração,Quadro Decorativo,3,195.49,0.05,557.15,Boleto,3.0,Novembro,2024,4
545,2024-10-03,479,Cliente_0479,Londrina,Pr,Eletrônicos,Smartphone,4,1842.53,0.05,7001.61,Cartão De Crédito,4.0,Outubro,2024,4
546,2024-09-25,328,Cliente_0328,Joinville,Sc,Vestuário,Jaqueta,5,241.94,0.05,1149.21,Cartão De Crédito,5.0,Setembro,2024,3
547,2024-06-06,188,Cliente_0188,Goiânia,Go,Alimentos,Chocolate Belga,1,32.29,0.05,30.68,Cartão De Crédito,4.0,Junho,2024,2
548,2024-08-28,274,Cliente_0274,Goiânia,Go,Eletrônicos,Smartphone,3,1861.77,0.0,5585.31,Dinheiro,1.0,Agosto,2024,3
549,2024-04-28,408,Cliente_0408,Campinas,Sp,Casa & Decoração,Quadro Decorativo,3,189.77,0.1,512.38,Cartão De Crédito,1.0,Abril,2024,2
550,2024-11-26,200,Cliente_0200,Juazeiro Do Norte,Ce,Casa & Decoração,Almofada,2,72.76,0.0,145.52,Cartão De Crédito,5.0,Novembro,2024,4
551,2024-12-21,351,Cliente_0351,Vitória Da Conquista,Ba,Eletrônicos,Tablet,5,1204.84,0.2,4819.36,Pix,4.0,Dezembro,2024,4
552,2024-05-28,57,Cliente_0057,Salvador,Ba,Alimentos,Chocolate Belga,2,37.47,0.0,74.94,Pix,5.0,Maio,2024,2
553,2024-03-18,26,Cliente_0026,Recife,Pe,Alimentos,Granola,3,28.29,0.0,84.87,Cartão De Crédito,5.0,Março,2024,1
554,2024-01-05,120,Cliente_0120,Porto Alegre,Rs,Eletrônicos,Fone De Ouvido,4,354.27,0.15,1204.52,Cartão De Crédito,3.0,Janeiro,2024,1
555,2024-08-25,357,Cliente_0357,Juazeiro Do Norte,Ce,Vestuário,Tênis,4,321.52,0.0,1286.08,Cartão De Crédito,5.0,Agosto,2024,3
556,2024-08-28,93,Cliente_0093,Caxias Do Sul,Rs,Vestuário,Camiseta,1,57.86,0.1,52.07,Boleto,3.0,Agosto,2024,3
557,2024-08-14,127,Cliente_0127,Petrópolis,Rj,Casa & Decoração,Luminária,2,119.56,0.05,227.16,Cartão De Crédito,5.0,Agosto,2024,3
558,2024-07-18,349,Cliente_0349,Aparecida De Goiânia,Go,Casa & Decoração,Luminária,2,116.84,0.05,222.0,Dinheiro,5.0,Julho,2024,3
559,2024-09-03,327,Cliente_0327,Aparecida De Goiânia,Go,Vestuário,Camiseta,1,62.01,0.0,62.01,Cartão De Crédito,4.0,Setembro,2024,3
560,2024-01-08,86,Cliente_0086,Rio De Janeiro,Rj,Eletrônicos,Notebook,4,3584.22,0.0,14336.88,Pix,5.0,Janeiro,2024,1
561,2024-12-19,244,Cliente_0244,São Paulo,Sp,Casa & Decoração,Tapete,5,311.2,0.2,1244.8,Cartão De Crédito,5.0,Dezembro,2024,4
562,2024-11-12,174,Cliente_0174,Uberlândia,Mg,Eletrônicos,Notebook,1,3299.07,0.15,2804.21,Dinheiro,5.0,Novembro,2024,4
563,2024-10-01,406,Cliente_0406,Maringá,Pr,Eletrônicos,Smartphone,2,1669.09,0.15,2837.45,Pix,3.0,Outubro,2024,4
564,2024-12-18,194,Cliente_0194,Londrina,Pr,Alimentos,Granola,2,25.28,0.0,50.56,Cartão De Crédito,4.0,Dezembro,2024,4
565,2024-12-22,251,Cliente_0251,Olinda,Pe,Eletrônicos,Tablet,3,1164.14,0.1,3143.18,Cartão De Crédito,3.0,Dezembro,2024,4
566,2024-10-10,83,Cliente_0083,Caruaru,Pe,Alimentos,Azeite Importado,5,80.42,0.2,321.68,Cartão De Crédito,2.0,Outubro,2024,4
567,2024-11-22,260,Cliente_0260,Anápolis,Go,Alimentos,Azeite Importado,4,77.3,0.0,309.2,Cartão De Crédito,4.0,Novembro,2024,4
568,2024-02-02,338,Cliente_0338,Maringá,Pr,Eletrônicos,Smartwatch,2,790.0,0.0,1580.0,Boleto,5.0,Fevereiro,2024,1
569,2024-05-24,166,Cliente_0166,Olinda,Pe,Vestuário,Jaqueta,2,269.13,0.1,484.43,Cartão De Crédito,4.0,Maio,2024,2
570,2024-01-17,104,Cliente_0104,Rio De Janeiro,Rj,Eletrônicos,Smartwatch,2,775.72,0.0,1551.44,Cartão De Crédito,3.0,Janeiro,2024,1
571,2024-11-15,360,Cliente_0360,Caucaia,Ce,Eletrônicos,Smartwatch,4,802.24,0.1,2888.06,Cartão De Crédito,4.0,Novembro,2024,4
572,2024-09-08,476,Cliente_0476,Rio De Janeiro,Rj,Vestuário,Jaqueta,2,263.13,0.15,447.32,Cartão De Crédito,5.0,Setembro,2024,3
573,2024-07-07,407,Cliente_0407,Aparecida De Goiânia,Go,Eletrônicos,Fone De Ouvido,4,342.76,0.2,1096.83,Boleto,5.0,Julho,2024,3
574,2024-06-04,40,Cliente_0040,Santos,Sp,Alimentos,Granola,1,28.68,0.2,22.94,Dinheiro,5.0,Junho,2024,2
575,2024-04-08,270,Cliente_0270,Vitória Da Conquista,Ba,Eletrônicos,Smartphone,4,1930.45,0.0,7721.8,Pix,5.0,Abril,2024,2
576,2024-11-22,296,Cliente_0296,Anápolis,Go,Vestuário,Jaqueta,1,271.39,0.2,217.11,Pix,4.0,Novembro,2024,4
577,2024-09-15,173,Cliente_0173,Belo Horizonte,Mg,Casa & Decoração,Luminária,5,119.89,0.05,569.48,Pix,5.0,Setembro,2024,3
578,2024-07-09,212,Cliente_0212,Maringá,Pr,Casa & Decoração,Quadro Decorativo,3,205.13,0.2,492.31,Cartão De Crédito,5.0,Julho,2024,3
579,2024-07-11,393,Cliente_0393,Vitória Da Conquista,Ba,Alimentos,Granola,5,27.96,0.0,139.8,Pix,4.0,Julho,2024,3
580,2024-01-18,146,Cliente_0146,Caruaru,Pe,Alimentos,Chocolate Belga,1,33.31,0.15,28.31,Pix,4.0,Janeiro,2024,1
581,2024-06-10,12,Cliente_0012,Porto Alegre,Rs,Alimentos,Café Premium,2,44.63,0.2,71.41,Dinheiro,5.0,Junho,2024,2
582,2024-03-20,49,Cliente_0049,Aparecida De Goiânia,Go,Alimentos,Granola,5,30.69,0.1,138.11,Cartão De Crédito,2.0,Março,2024,1
583,2024-05-11,416,Cliente_0416,Maringá,Pr,Vestuário,Tênis,2,298.56,0.0,597.12,Pix,4.0,Maio,2024,2
584,2024-12-19,360,Cliente_0360,Londrina,Pr,Vestuário,Camiseta,2,56.98,0.05,108.26,Dinheiro,4.0,Dezembro,2024,4
585,2024-01-29,472,Cliente_0472,Joinville,Sc,Alimentos,Café Premium,1,46.2,0.2,36.96,Cartão De Crédito,5.0,Janeiro,2024,1
586,2024-11-20,399,Cliente_0399,Rio De Janeiro,Rj,Casa & Decoração,Vaso,5,84.37,0.0,421.85,Cartão De Crédito,5.0,Novembro,2024,4
587,2024-09-14,358,Cliente_0358,Aparecida De Goiânia,Go,Eletrônicos,Fone De Ouvido,2,320.31,0.0,640.62,Cartão De Crédito,4.0,Setembro,2024,3
588,2024-04-23,222,Cliente_0222,Blumenau,Sc,Casa & Decoração,Vaso,5,82.39,0.0,411.95,Cartão De Crédito,4.0,Abril,2024,2
589,2024-01-26,281,Cliente_0281,Niterói,Rj,Vestuário,Tênis,5,276.76,0.15,1176.23,Cartão De Crédito,4.0,Janeiro,2024,1
590,2024-09-06,203,Cliente_0203,Uberlândia,Mg,Casa & Decoração,Tapete,5,278.18,0.0,1390.9,Cartão De Crédito,5.0,Setembro,2024,3
591,2024-12-16,474,Cliente_0474,Niterói,Rj,Vestuário,Calça Jeans,4,138.24,0.0,552.96,Cartão De Crédito,4.0,Dezembro,2024,4
592,2024-06-25,305,Cliente_0305,Londrina,Pr,Casa & Decoração,Vaso,2,91.51,0.0,183.02,Boleto,5.0,Junho,2024,2
593,2024-08-13,23,Cliente_0023,Joinville,Sc,Vestuário,Tênis,5,279.98,0.0,1399.9,Cartão De Crédito,5.0,Agosto,2024,3
594,2024-11-13,475,Cliente_0475,Rio De Janeiro,Rj,Alimentos,Whey Protein,1,183.17,0.0,183.17,Boleto,3.0,Novembro,2024,4
595,2024-08-18,242,Cliente_0242,Maringá,Pr,Alimentos,Café Premium,1,48.57,0.0,48.57,Cartão De Crédito,2.0,Agosto,2024,3
596,2024-09-04,319,Cliente_0319,Aparecida De Goiânia,Go,Vestuário,Calça Jeans,3,148.22,0.1,400.19,Cartão De Crédito,5.0,Setembro,2024,3
597,2024-05-10,88,Cliente_0088,Blumenau,Sc,Eletrônicos,Tablet,5,1240.21,0.0,6201.05,Cartão De Crédito,2.0,Maio,2024,2
598,2024-07-17,339,Cliente_0339,Olinda,Pe,Alimentos,Café Premium,1,42.05,0.0,42.05,Boleto,4.0,Julho,2024,3
599,2024-07-13,261,Cliente_0261,Campinas,Sp,Alimentos,Café Premium,4,42.23,0.0,168.92,Cartão De Crédito,5.0,Julho,2024,3
